Instance ID,Parse,LOC,AST Nodes,Functions,Recursive Functions,Loops,Max Loop Nesting,If Branches,Comprehensions,Sort Operations,range Calls,Calls Inside Loops,Allocations,Imports,Neutral E2 Evidence Text
ADSO_TEST_001,OK,20,178,0,0,4,3,2,0,0,1,11,6,1,Deterministic Python AST facts: parse=OK; executable_LOC=20; AST_nodes=178; functions=0; recursive_functions=0; loops=4; max_loop_nesting=3; if_branches=2; comprehensions=0; sort_operations=0; range_calls=1; calls_inside_loops=11; allocations=6; imports=1. Structural facts only; no efficiency label or recommendation.
ADSO_TEST_077,OK,36,276,0,0,5,3,4,0,1,4,16,3,0,Deterministic Python AST facts: parse=OK; executable_LOC=36; AST_nodes=276; functions=0; recursive_functions=0; loops=5; max_loop_nesting=3; if_branches=4; comprehensions=0; sort_operations=1; range_calls=4; calls_inside_loops=16; allocations=3; imports=0. Structural facts only; no efficiency label or recommendation.
ADSO_TEST_078,OK,35,419,0,0,5,2,3,0,2,4,27,10,0,Deterministic Python AST facts: parse=OK; executable_LOC=35; AST_nodes=419; functions=0; recursive_functions=0; loops=5; max_loop_nesting=2; if_branches=3; comprehensions=0; sort_operations=2; range_calls=4; calls_inside_loops=27; allocations=10; imports=0. Structural facts only; no efficiency label or recommendation.
ADSO_TEST_079,OK,31,345,4,1,3,1,3,2,0,5,7,1,0,Deterministic Python AST facts: parse=OK; executable_LOC=31; AST_nodes=345; functions=4; recursive_functions=1; loops=3; max_loop_nesting=1; if_branches=3; comprehensions=2; sort_operations=0; range_calls=5; calls_inside_loops=7; allocations=1; imports=0. Structural facts only; no efficiency label or recommendation.
ADSO_TEST_080,OK,37,257,3,0,6,1,2,1,0,1,7,3,0,Deterministic Python AST facts: parse=OK; executable_LOC=37; AST_nodes=257; functions=3; recursive_functions=0; loops=6; max_loop_nesting=1; if_branches=2; comprehensions=1; sort_operations=0; range_calls=1; calls_inside_loops=7; allocations=3; imports=0. Structural facts only; no efficiency label or recommendation.
ADSO_TEST_081,OK,13,151,0,0,3,2,0,0,0,2,14,1,1,Deterministic Python AST facts: parse=OK; executable_LOC=13; AST_nodes=151; functions=0; recursive_functions=0; loops=3; max_loop_nesting=2; if_branches=0; comprehensions=0; sort_operations=0; range_calls=2; calls_inside_loops=14; allocations=1; imports=1. Structural facts only; no efficiency label or recommendation.
ADSO_TEST_082,OK,14,106,0,0,1,1,2,0,0,1,5,0,1,Deterministic Python AST facts: parse=OK; executable_LOC=14; AST_nodes=106; functions=0; recursive_functions=0; loops=1; max_loop_nesting=1; if_branches=2; comprehensions=0; sort_operations=0; range_calls=1; calls_inside_loops=5; allocations=0; imports=1. Structural facts only; no efficiency label or recommendation.
ADSO_TEST_083,OK,10,100,0,0,3,2,0,0,0,3,11,1,0,Deterministic Python AST facts: parse=OK; executable_LOC=10; AST_nodes=100; functions=0; recursive_functions=0; loops=3; max_loop_nesting=2; if_branches=0; comprehensions=0; sort_operations=0; range_calls=3; calls_inside_loops=11; allocations=1; imports=0. Structural facts only; no efficiency label or recommendation.
ADSO_TEST_084,OK,35,299,0,0,5,3,1,1,0,4,20,8,1,Deterministic Python AST facts: parse=OK; executable_LOC=35; AST_nodes=299; functions=0; recursive_functions=0; loops=5; max_loop_nesting=3; if_branches=1; comprehensions=1; sort_operations=0; range_calls=4; calls_inside_loops=20; allocations=8; imports=1. Structural facts only; no efficiency label or recommendation.
ADSO_TEST_085,OK,21,187,0,0,3,3,3,1,0,2,14,1,0,Deterministic Python AST facts: parse=OK; executable_LOC=21; AST_nodes=187; functions=0; recursive_functions=0; loops=3; max_loop_nesting=3; if_branches=3; comprehensions=1; sort_operations=0; range_calls=2; calls_inside_loops=14; allocations=1; imports=0. Structural facts only; no efficiency label or recommendation.
ADSO_TEST_086,OK,31,280,1,0,5,2,4,3,0,5,15,2,1,Deterministic Python AST facts: parse=OK; executable_LOC=31; AST_nodes=280; functions=1; recursive_functions=0; loops=5; max_loop_nesting=2; if_branches=4; comprehensions=3; sort_operations=0; range_calls=5; calls_inside_loops=15; allocations=2; imports=1. Structural facts only; no efficiency label or recommendation.
ADSO_TEST_087,OK,42,375,0,0,6,2,6,0,0,4,15,0,0,Deterministic Python AST facts: parse=OK; executable_LOC=42; AST_nodes=375; functions=0; recursive_functions=0; loops=6; max_loop_nesting=2; if_branches=6; comprehensions=0; sort_operations=0; range_calls=4; calls_inside_loops=15; allocations=0; imports=0. Structural facts only; no efficiency label or recommendation.
ADSO_TEST_088,OK,23,234,0,0,3,2,4,0,0,2,13,5,0,Deterministic Python AST facts: parse=OK; executable_LOC=23; AST_nodes=234; functions=0; recursive_functions=0; loops=3; max_loop_nesting=2; if_branches=4; comprehensions=0; sort_operations=0; range_calls=2; calls_inside_loops=13; allocations=5; imports=0. Structural facts only; no efficiency label or recommendation.
ADSO_TEST_089,OK,17,139,0,0,3,2,0,0,1,1,10,2,0,Deterministic Python AST facts: parse=OK; executable_LOC=17; AST_nodes=139; functions=0; recursive_functions=0; loops=3; max_loop_nesting=2; if_branches=0; comprehensions=0; sort_operations=1; range_calls=1; calls_inside_loops=10; allocations=2; imports=0. Structural facts only; no efficiency label or recommendation.
ADSO_TEST_090,OK,10,114,0,0,2,2,0,0,0,2,14,3,0,Deterministic Python AST facts: parse=OK; executable_LOC=10; AST_nodes=114; functions=0; recursive_functions=0; loops=2; max_loop_nesting=2; if_branches=0; comprehensions=0; sort_operations=0; range_calls=2; calls_inside_loops=14; allocations=3; imports=0. Structural facts only; no efficiency label or recommendation.
ADSO_TEST_091,OK,31,241,0,0,3,2,3,0,0,3,12,2,7,Deterministic Python AST facts: parse=OK; executable_LOC=31; AST_nodes=241; functions=0; recursive_functions=0; loops=3; max_loop_nesting=2; if_branches=3; comprehensions=0; sort_operations=0; range_calls=3; calls_inside_loops=12; allocations=2; imports=7. Structural facts only; no efficiency label or recommendation.
ADSO_TEST_092,OK,32,334,2,0,4,1,1,0,0,2,10,3,0,Deterministic Python AST facts: parse=OK; executable_LOC=32; AST_nodes=334; functions=2; recursive_functions=0; loops=4; max_loop_nesting=1; if_branches=1; comprehensions=0; sort_operations=0; range_calls=2; calls_inside_loops=10; allocations=3; imports=0. Structural facts only; no efficiency label or recommendation.
ADSO_TEST_093,OK,29,280,1,1,7,3,6,1,0,5,15,3,0,Deterministic Python AST facts: parse=OK; executable_LOC=29; AST_nodes=280; functions=1; recursive_functions=1; loops=7; max_loop_nesting=3; if_branches=6; comprehensions=1; sort_operations=0; range_calls=5; calls_inside_loops=15; allocations=3; imports=0. Structural facts only; no efficiency label or recommendation.
ADSO_TEST_094,OK,18,197,0,0,2,2,2,1,0,3,15,0,0,Deterministic Python AST facts: parse=OK; executable_LOC=18; AST_nodes=197; functions=0; recursive_functions=0; loops=2; max_loop_nesting=2; if_branches=2; comprehensions=1; sort_operations=0; range_calls=3; calls_inside_loops=15; allocations=0; imports=0. Structural facts only; no efficiency label or recommendation.
ADSO_TEST_095,OK,21,173,1,0,4,2,3,1,0,2,13,6,0,Deterministic Python AST facts: parse=OK; executable_LOC=21; AST_nodes=173; functions=1; recursive_functions=0; loops=4; max_loop_nesting=2; if_branches=3; comprehensions=1; sort_operations=0; range_calls=2; calls_inside_loops=13; allocations=6; imports=0. Structural facts only; no efficiency label or recommendation.
ADSO_TEST_096,OK,21,159,0,0,4,2,2,0,0,4,13,0,0,Deterministic Python AST facts: parse=OK; executable_LOC=21; AST_nodes=159; functions=0; recursive_functions=0; loops=4; max_loop_nesting=2; if_branches=2; comprehensions=0; sort_operations=0; range_calls=4; calls_inside_loops=13; allocations=0; imports=0. Structural facts only; no efficiency label or recommendation.
ADSO_TEST_097,OK,20,193,1,0,4,2,2,2,0,5,8,0,1,Deterministic Python AST facts: parse=OK; executable_LOC=20; AST_nodes=193; functions=1; recursive_functions=0; loops=4; max_loop_nesting=2; if_branches=2; comprehensions=2; sort_operations=0; range_calls=5; calls_inside_loops=8; allocations=0; imports=1. Structural facts only; no efficiency label or recommendation.
ADSO_TEST_098,OK,24,314,1,0,4,2,4,1,0,4,23,5,0,Deterministic Python AST facts: parse=OK; executable_LOC=24; AST_nodes=314; functions=1; recursive_functions=0; loops=4; max_loop_nesting=2; if_branches=4; comprehensions=1; sort_operations=0; range_calls=4; calls_inside_loops=23; allocations=5; imports=0. Structural facts only; no efficiency label or recommendation.
ADSO_TEST_099,OK,22,161,0,0,4,2,5,1,0,2,6,1,1,Deterministic Python AST facts: parse=OK; executable_LOC=22; AST_nodes=161; functions=0; recursive_functions=0; loops=4; max_loop_nesting=2; if_branches=5; comprehensions=1; sort_operations=0; range_calls=2; calls_inside_loops=6; allocations=1; imports=1. Structural facts only; no efficiency label or recommendation.
ADSO_TEST_100,OK,42,283,5,1,4,2,2,0,1,4,14,1,7,Deterministic Python AST facts: parse=OK; executable_LOC=42; AST_nodes=283; functions=5; recursive_functions=1; loops=4; max_loop_nesting=2; if_branches=2; comprehensions=0; sort_operations=1; range_calls=4; calls_inside_loops=14; allocations=1; imports=7. Structural facts only; no efficiency label or recommendation.
ADSO_TEST_101,OK,21,182,0,0,3,2,3,0,0,3,12,4,0,Deterministic Python AST facts: parse=OK; executable_LOC=21; AST_nodes=182; functions=0; recursive_functions=0; loops=3; max_loop_nesting=2; if_branches=3; comprehensions=0; sort_operations=0; range_calls=3; calls_inside_loops=12; allocations=4; imports=0. Structural facts only; no efficiency label or recommendation.
ADSO_TEST_102,OK,48,253,3,0,5,2,7,0,0,2,19,6,6,Deterministic Python AST facts: parse=OK; executable_LOC=48; AST_nodes=253; functions=3; recursive_functions=0; loops=5; max_loop_nesting=2; if_branches=7; comprehensions=0; sort_operations=0; range_calls=2; calls_inside_loops=19; allocations=6; imports=6. Structural facts only; no efficiency label or recommendation.
ADSO_TEST_103,OK,21,163,0,0,4,3,2,0,0,2,10,1,1,Deterministic Python AST facts: parse=OK; executable_LOC=21; AST_nodes=163; functions=0; recursive_functions=0; loops=4; max_loop_nesting=3; if_branches=2; comprehensions=0; sort_operations=0; range_calls=2; calls_inside_loops=10; allocations=1; imports=1. Structural facts only; no efficiency label or recommendation.
ADSO_TEST_104,OK,22,99,1,0,1,1,0,0,0,1,6,0,13,Deterministic Python AST facts: parse=OK; executable_LOC=22; AST_nodes=99; functions=1; recursive_functions=0; loops=1; max_loop_nesting=1; if_branches=0; comprehensions=0; sort_operations=0; range_calls=1; calls_inside_loops=6; allocations=0; imports=13. Structural facts only; no efficiency label or recommendation.
ADSO_TEST_105,OK,12,132,1,0,1,1,1,0,0,1,2,1,0,Deterministic Python AST facts: parse=OK; executable_LOC=12; AST_nodes=132; functions=1; recursive_functions=0; loops=1; max_loop_nesting=1; if_branches=1; comprehensions=0; sort_operations=0; range_calls=1; calls_inside_loops=2; allocations=1; imports=0. Structural facts only; no efficiency label or recommendation.
ADSO_TEST_106,OK,22,152,3,0,2,2,2,0,1,1,7,0,2,Deterministic Python AST facts: parse=OK; executable_LOC=22; AST_nodes=152; functions=3; recursive_functions=0; loops=2; max_loop_nesting=2; if_branches=2; comprehensions=0; sort_operations=1; range_calls=1; calls_inside_loops=7; allocations=0; imports=2. Structural facts only; no efficiency label or recommendation.
ADSO_TEST_107,OK,9,68,0,0,2,2,0,0,0,1,4,0,0,Deterministic Python AST facts: parse=OK; executable_LOC=9; AST_nodes=68; functions=0; recursive_functions=0; loops=2; max_loop_nesting=2; if_branches=0; comprehensions=0; sort_operations=0; range_calls=1; calls_inside_loops=4; allocations=0; imports=0. Structural facts only; no efficiency label or recommendation.
ADSO_TEST_108,OK,27,143,0,0,3,2,1,0,1,2,14,1,13,Deterministic Python AST facts: parse=OK; executable_LOC=27; AST_nodes=143; functions=0; recursive_functions=0; loops=3; max_loop_nesting=2; if_branches=1; comprehensions=0; sort_operations=1; range_calls=2; calls_inside_loops=14; allocations=1; imports=13. Structural facts only; no efficiency label or recommendation.
ADSO_TEST_109,OK,33,173,0,0,2,2,9,0,0,1,10,1,0,Deterministic Python AST facts: parse=OK; executable_LOC=33; AST_nodes=173; functions=0; recursive_functions=0; loops=2; max_loop_nesting=2; if_branches=9; comprehensions=0; sort_operations=0; range_calls=1; calls_inside_loops=10; allocations=1; imports=0. Structural facts only; no efficiency label or recommendation.
ADSO_TEST_110,OK,6,59,0,0,1,1,0,0,0,1,7,0,0,Deterministic Python AST facts: parse=OK; executable_LOC=6; AST_nodes=59; functions=0; recursive_functions=0; loops=1; max_loop_nesting=1; if_branches=0; comprehensions=0; sort_operations=0; range_calls=1; calls_inside_loops=7; allocations=0; imports=0. Structural facts only; no efficiency label or recommendation.
ADSO_TEST_111,OK,17,167,1,0,3,2,1,1,0,1,12,2,0,Deterministic Python AST facts: parse=OK; executable_LOC=17; AST_nodes=167; functions=1; recursive_functions=0; loops=3; max_loop_nesting=2; if_branches=1; comprehensions=1; sort_operations=0; range_calls=1; calls_inside_loops=12; allocations=2; imports=0. Structural facts only; no efficiency label or recommendation.
ADSO_TEST_112,OK,15,125,0,0,2,2,2,0,0,2,10,1,0,Deterministic Python AST facts: parse=OK; executable_LOC=15; AST_nodes=125; functions=0; recursive_functions=0; loops=2; max_loop_nesting=2; if_branches=2; comprehensions=0; sort_operations=0; range_calls=2; calls_inside_loops=10; allocations=1; imports=0. Structural facts only; no efficiency label or recommendation.
ADSO_TEST_113,OK,23,246,1,0,4,1,7,1,0,4,11,0,0,Deterministic Python AST facts: parse=OK; executable_LOC=23; AST_nodes=246; functions=1; recursive_functions=0; loops=4; max_loop_nesting=1; if_branches=7; comprehensions=1; sort_operations=0; range_calls=4; calls_inside_loops=11; allocations=0; imports=0. Structural facts only; no efficiency label or recommendation.
ADSO_TEST_114,OK,11,80,1,0,2,1,0,0,0,1,7,1,0,Deterministic Python AST facts: parse=OK; executable_LOC=11; AST_nodes=80; functions=1; recursive_functions=0; loops=2; max_loop_nesting=1; if_branches=0; comprehensions=0; sort_operations=0; range_calls=1; calls_inside_loops=7; allocations=1; imports=0. Structural facts only; no efficiency label or recommendation.
ADSO_TEST_115,OK,27,215,2,0,3,1,1,0,0,3,9,4,5,Deterministic Python AST facts: parse=OK; executable_LOC=27; AST_nodes=215; functions=2; recursive_functions=0; loops=3; max_loop_nesting=1; if_branches=1; comprehensions=0; sort_operations=0; range_calls=3; calls_inside_loops=9; allocations=4; imports=5. Structural facts only; no efficiency label or recommendation.
ADSO_TEST_116,OK,24,211,1,1,3,1,3,0,0,1,12,5,0,Deterministic Python AST facts: parse=OK; executable_LOC=24; AST_nodes=211; functions=1; recursive_functions=1; loops=3; max_loop_nesting=1; if_branches=3; comprehensions=0; sort_operations=0; range_calls=1; calls_inside_loops=12; allocations=5; imports=0. Structural facts only; no efficiency label or recommendation.
ADSO_TEST_117,OK,34,314,2,1,4,1,1,4,0,4,11,10,0,Deterministic Python AST facts: parse=OK; executable_LOC=34; AST_nodes=314; functions=2; recursive_functions=1; loops=4; max_loop_nesting=1; if_branches=1; comprehensions=4; sort_operations=0; range_calls=4; calls_inside_loops=11; allocations=10; imports=0. Structural facts only; no efficiency label or recommendation.
ADSO_TEST_118,OK,54,472,0,0,7,3,8,0,2,6,35,7,0,Deterministic Python AST facts: parse=OK; executable_LOC=54; AST_nodes=472; functions=0; recursive_functions=0; loops=7; max_loop_nesting=3; if_branches=8; comprehensions=0; sort_operations=2; range_calls=6; calls_inside_loops=35; allocations=7; imports=0. Structural facts only; no efficiency label or recommendation.
ADSO_TEST_119,OK,26,174,5,0,2,1,0,0,1,1,5,0,2,Deterministic Python AST facts: parse=OK; executable_LOC=26; AST_nodes=174; functions=5; recursive_functions=0; loops=2; max_loop_nesting=1; if_branches=0; comprehensions=0; sort_operations=1; range_calls=1; calls_inside_loops=5; allocations=0; imports=2. Structural facts only; no efficiency label or recommendation.
ADSO_TEST_120,OK,6,99,0,0,1,1,0,0,0,1,16,0,0,Deterministic Python AST facts: parse=OK; executable_LOC=6; AST_nodes=99; functions=0; recursive_functions=0; loops=1; max_loop_nesting=1; if_branches=0; comprehensions=0; sort_operations=0; range_calls=1; calls_inside_loops=16; allocations=0; imports=0. Structural facts only; no efficiency label or recommendation.
